0,0.9,0.5260000000000001,0.1
1,0.9,0.511764705882353,0.2
2,0.8,0.5,0.2
3,0.9,0.5176470588235293,0.2
4,0.9,0.523529411764706,0.2
5,0.8,0.48627450980392145,0.2
6,0.8,0.5019607843137255,0.1
7,0.8,0.48627450980392156,0.2
8,1.0,0.5490196078431372,0.2
9,0.9,0.5392156862745097,0.2
10,0.9,0.5039215686274509,0.1
11,0.9,0.5490196078431374,0.2
12,0.9,0.5274509803921569,0.2
13,0.8,0.5176470588235293,0.2
14,1.0,0.5509803921568627,0.2
15,0.8,0.5137254901960784,0.2
16,0.9,0.5705882352941177,0.2
17,0.9,0.5568627450980392,0.2
18,0.8,0.5058823529411764,0.1
19,0.9,0.5529411764705882,0.2
20,0.8,0.46862745098039227,0.2
21,0.9,0.5352941176470588,0.2
22,0.9,0.5431372549019607,0.2
23,0.9,0.48627450980392156,0.2
24,1.0,0.5509803921568628,0.3
25,0.9,0.5196078431372548,0.2
26,0.8,0.5431372549019607,0.2
27,0.9,0.5117647058823529,0.3
28,0.9,0.5058823529411766,0.1
29,0.9,0.5647058823529412,0.2
30,1.0,0.5411764705882355,0.2
31,0.9,0.5705882352941177,0.3
32,0.9,0.5470588235294119,0.2
33,0.8,0.5431372549019607,0.1
34,0.9,0.5431372549019607,0.2
35,0.9,0.5058823529411764,0.2
36,0.9,0.49607843137254887,0.2
37,0.8,0.49803921568627446,0.1
38,0.8,0.543137254901961,0.2
39,1.0,0.5411764705882351,0.2
40,0.8,0.5647058823529412,0.2
41,0.9,0.5137254901960784,0.1
42,0.9,0.5470588235294116,0.1
43,0.8,0.5137254901960785,0.2
44,0.9,0.5333333333333333,0.2
45,0.9,0.523529411764706,0.1
46,1.0,0.5450980392156863,0.2
47,0.9,0.507843137254902,0.1
48,0.8,0.5274509803921569,0.3
49,0.9,0.5352941176470588,0.2
50,0.9,0.5686274509803921,0.2
51,0.9,0.5784313725490197,0.3
52,0.9,0.5470588235294118,0.1
53,0.9,0.5529411764705883,0.2
54,0.9,0.5568627450980392,0.2
55,0.9,0.5666666666666667,0.2
56,0.8,0.5588235294117646,0.2
57,1.0,0.5764705882352941,0.1
58,0.9,0.5509803921568627,0.2
59,0.9,0.5588235294117646,0.3
60,0.9,0.5490196078431372,0.3
61,0.9,0.5431372549019607,0.2
62,0.8,0.5764705882352942,0.3
63,0.9,0.5784313725490197,0.2
64,0.9,0.5686274509803924,0.2
65,0.8,0.5039215686274511,0.1
66,0.8,0.5176470588235296,0.1
67,0.9,0.568627450980392,0.0
68,0.9,0.5784313725490197,0.2
69,0.9,0.53921568627451,0.2
70,0.9,0.5568627450980393,0.2
71,0.8,0.5470588235294119,0.2
72,0.9,0.5647058823529413,0.1
73,0.9,0.5784313725490197,0.2
74,0.9,0.5627450980392158,0.2
75,0.9,0.5666666666666665,0.2
76,1.0,0.5450980392156861,0.2
77,0.9,0.5901960784313726,0.2
78,0.8,0.5450980392156863,0.2
79,0.9,0.5235294117647059,0.3
80,0.8,0.5176470588235295,0.2
81,0.8,0.5294117647058821,0.2
82,0.9,0.5607843137254903,0.2
83,0.9,0.5490196078431373,0.1
