0,105.32,83.4552,64.08,0.8,0.5015999999999997,0.28
1,102.6,83.38919999999996,68.2,0.72,0.49680000000000013,0.2
2,99.08,83.428,64.48,0.72,0.5032,0.2
3,103.8,83.44680000000004,68.12,0.76,0.5064,0.28
4,99.68,84.06760000000003,66.92,0.88,0.5032000000000001,0.12
5,99.2,82.0068,65.92,0.76,0.4984000000000002,0.24
6,105.72,83.02200000000005,63.6,0.76,0.5084,0.24
7,98.08,82.55599999999998,65.16,0.76,0.518,0.24
8,103.44,82.65640000000003,66.68,0.76,0.5155999999999997,0.32
9,98.84,82.3752,68.48,0.84,0.5084000000000002,0.28
10,106.24,82.9152,69.76,0.76,0.4936000000000002,0.28
11,98.48,82.72359999999999,67.12,0.72,0.5016000000000002,0.24
12,102.44,83.8056,66.96,0.76,0.5072000000000001,0.2
13,102.24,83.14000000000001,66.92,0.76,0.49560000000000004,0.2
14,101.92,83.08359999999999,68.08,0.72,0.5000000000000002,0.24
15,103.56,84.66919999999999,66.08,0.8,0.5144000000000001,0.32
16,101.0,84.54360000000001,67.92,0.76,0.5228,0.28
17,100.52,85.91240000000002,70.2,0.76,0.5172000000000001,0.32
18,98.88,84.3832,66.92,0.76,0.5144000000000003,0.28
19,102.68,83.9376,68.64,0.76,0.5376000000000001,0.28
20,105.4,84.7552,68.56,0.76,0.5144000000000001,0.28
21,97.12,83.78800000000001,65.04,0.76,0.5208000000000004,0.32
22,103.92,85.2772,70.44,0.76,0.522,0.28
23,102.2,85.7244,67.36,0.88,0.5200000000000001,0.28
24,106.24,85.4792,70.6,0.68,0.5128,0.28
25,104.88,86.48959999999997,69.48,0.72,0.5308000000000002,0.24
26,104.6,86.68519999999997,71.36,0.76,0.5312000000000002,0.24
27,102.52,85.9284,70.32,0.76,0.5408000000000002,0.32
28,106.52,85.74279999999999,63.96,0.76,0.5316000000000001,0.32
29,106.52,84.87679999999996,66.04,0.84,0.5344000000000002,0.28
30,101.8,85.23560000000003,65.76,0.8,0.5304,0.32
31,114.36,84.83600000000003,72.56,0.72,0.5260000000000001,0.24
32,107.48,84.796,69.72,0.72,0.5252,0.2
33,97.68,85.74959999999999,69.12,0.76,0.5472000000000002,0.16
34,99.96,85.4884,73.44,0.76,0.5400000000000004,0.28
35,103.08,86.0464,70.84,0.8,0.5296000000000002,0.24
36,103.48,86.81120000000003,71.88,0.8,0.5451999999999999,0.32
37,103.76,86.14600000000002,70.52,0.84,0.5348000000000002,0.32
38,98.24,86.4368,71.64,0.76,0.5588000000000004,0.32
39,101.56,86.40640000000002,72.92,0.84,0.5668000000000002,0.28
40,104.68,86.13159999999999,72.4,0.76,0.5484000000000002,0.28
41,103.64,86.71160000000003,75.88,0.8,0.5472000000000001,0.28
42,105.56,85.75160000000001,76.8,0.76,0.5347999999999999,0.28
43,100.4,86.0324,72.2,0.8,0.5324,0.2
44,98.76,85.91720000000001,75.04,0.8,0.5688000000000004,0.4
45,98.76,85.77240000000002,71.04,0.72,0.5332000000000002,0.24
46,106.12,86.11960000000005,70.4,0.84,0.5396000000000002,0.32
47,99.92,86.5072,73.84,0.76,0.5468000000000002,0.32
48,100.48,86.20200000000001,73.48,0.8,0.5371999999999998,0.32
49,112.04,85.98440000000002,70.8,0.76,0.5496000000000002,0.32
50,99.64,85.8304,70.44,0.8,0.5356000000000001,0.2
51,98.88,85.55280000000002,74.44,0.8,0.5556000000000003,0.28
52,98.6,86.27439999999997,75.96,0.76,0.5452000000000001,0.32
53,103.92,86.49119999999999,73.0,0.76,0.5368000000000003,0.24
54,96.76,85.51719999999999,72.56,0.8,0.5568000000000004,0.32
55,107.56,87.98239999999998,76.72,0.8,0.5628000000000002,0.32
56,106.56,87.3492,69.24,0.8,0.5416000000000001,0.24
57,103.6,86.87279999999998,73.36,0.72,0.5536000000000001,0.32
58,102.92,87.2508,70.52,0.72,0.5380000000000003,0.28
59,109.24,86.23879999999997,74.12,0.76,0.5416000000000004,0.32
60,98.72,86.77760000000004,73.2,0.8,0.5644000000000003,0.32
61,102.84,86.79440000000004,71.52,0.8,0.54,0.24
62,100.68,87.92679999999999,73.2,0.84,0.5580000000000002,0.36
63,100.28,86.4924,71.4,0.84,0.5599999999999999,0.32
64,97.24,86.40200000000004,72.24,0.76,0.5471999999999998,0.28
65,103.08,87.16440000000003,72.84,0.8,0.5524000000000001,0.32
66,101.52,87.37799999999999,74.24,0.8,0.5467999999999998,0.36
67,102.8,87.53520000000002,75.52,0.84,0.5436,0.32
68,106.88,88.21400000000003,71.84,0.84,0.5388000000000001,0.28
69,103.4,87.44200000000002,73.92,0.8,0.5740000000000002,0.36
70,103.2,86.18639999999996,71.12,0.76,0.5460000000000003,0.36
71,99.64,87.18599999999998,72.08,0.84,0.5660000000000001,0.32
72,107.04,86.3712,73.68,0.84,0.5512000000000006,0.36
73,100.8,86.32480000000001,76.2,0.76,0.5540000000000003,0.28
74,104.52,86.58079999999997,73.4,0.8,0.5636000000000004,0.36
75,100.44,85.51440000000002,75.64,0.76,0.552,0.24
76,99.4,86.5072,75.08,0.8,0.5412000000000001,0.2
77,95.96,86.44239999999998,70.44,0.76,0.5624000000000001,0.36
78,98.84,86.28280000000001,73.16,0.84,0.5588000000000003,0.32
79,98.96,86.66760000000001,74.6,0.76,0.5359999999999999,0.36
80,100.2,85.36200000000001,72.36,0.8,0.5572000000000004,0.28
81,96.84,86.42320000000004,74.24,0.8,0.5476000000000002,0.32
82,99.56,86.13279999999999,70.88,0.8,0.5580000000000002,0.32
83,101.76,87.10639999999998,72.28,0.76,0.5548000000000001,0.32
84,99.84,86.24320000000003,73.68,0.76,0.5392000000000003,0.24
85,98.28,85.64280000000001,73.84,0.8,0.5419999999999999,0.28
86,97.28,86.30479999999996,72.56,0.76,0.5596000000000001,0.24
87,96.72,86.39439999999999,71.72,0.8,0.5664000000000002,0.28
88,95.68,85.7476,74.32,0.8,0.5468000000000002,0.28
89,98.36,86.08759999999997,72.16,0.8,0.5748000000000002,0.28
90,98.8,86.23320000000001,70.68,0.8,0.5719999999999998,0.32
91,104.56,85.50959999999999,74.92,0.8,0.5476000000000003,0.32
92,97.24,85.83880000000003,78.4,0.8,0.5548000000000002,0.36
93,98.16,85.77600000000002,75.76,0.88,0.5744000000000002,0.28
94,95.96,85.62919999999998,74.8,0.88,0.5708000000000002,0.36
95,97.64,85.04279999999999,75.32,0.72,0.5496000000000002,0.24
96,97.68,85.1568,68.72,0.76,0.5388000000000002,0.32
97,97.44,85.25639999999997,74.2,0.8,0.5572,0.32
98,97.48,86.4676,72.44,0.8,0.5728000000000001,0.32
99,104.44,87.11799999999995,73.28,0.88,0.5720000000000003,0.32
100,98.96,86.5384,75.28,0.76,0.5484000000000002,0.28
101,96.88,86.17160000000001,73.24,0.8,0.5704000000000002,0.36
102,98.0,85.86840000000001,71.44,0.88,0.5792000000000002,0.36
103,94.8,85.55719999999998,70.92,0.8,0.5720000000000003,0.32
104,100.32,85.92960000000001,70.92,0.8,0.546,0.28
105,93.6,85.11560000000001,69.84,0.84,0.5600000000000006,0.2
106,95.44,85.36880000000005,69.6,0.88,0.5688000000000002,0.32
107,97.56,86.18360000000003,74.8,0.76,0.5556000000000001,0.32
108,103.6,85.80360000000002,73.44,0.76,0.5464000000000003,0.32
109,95.92,85.76640000000003,72.36,0.88,0.5508000000000002,0.32
110,98.4,86.2344,70.44,0.88,0.5620000000000003,0.24
111,99.8,85.86679999999998,74.92,0.8,0.5695999999999999,0.32
112,104.04,86.45200000000004,76.16,0.8,0.5772000000000003,0.32
113,97.76,86.32679999999999,75.32,0.84,0.5479999999999999,0.28
114,100.84,85.75479999999997,72.88,0.76,0.5552,0.28
115,96.84,86.1248,66.32,0.92,0.5576000000000003,0.28
116,101.08,86.18799999999999,73.12,0.76,0.5656000000000002,0.36
117,102.4,87.15240000000001,74.72,0.8,0.5548,0.28
118,105.4,87.25879999999995,77.52,0.92,0.5688000000000001,0.2
119,97.44,87.42840000000002,76.68,0.8,0.5612000000000004,0.28
120,100.24,87.45160000000001,70.2,0.92,0.5668000000000003,0.36
121,97.16,86.27079999999998,70.12,0.8,0.5636000000000001,0.32
122,99.48,87.22999999999998,69.72,0.84,0.5644,0.32
123,99.6,87.23359999999998,77.48,0.8,0.5740000000000001,0.28
124,105.12,87.63240000000002,69.12,0.76,0.5628000000000001,0.28
125,99.72,87.85480000000003,72.84,0.76,0.5728000000000003,0.32
126,103.8,87.93759999999999,69.68,0.88,0.5780000000000003,0.28
127,98.84,88.2552,76.8,0.88,0.576,0.24
128,101.76,87.65920000000001,69.72,0.8,0.5660000000000003,0.32
129,99.72,87.13400000000003,71.4,0.8,0.5880000000000003,0.36
130,107.0,87.22040000000001,76.08,0.84,0.5800000000000003,0.28
131,99.04,86.26280000000004,73.44,0.76,0.5428000000000003,0.32
132,101.88,86.92280000000002,69.8,0.84,0.5524000000000001,0.32
133,103.72,86.30360000000007,70.04,0.76,0.5611999999999999,0.32
134,98.56,86.5408,73.2,0.84,0.5476000000000003,0.24
135,110.6,85.75480000000003,68.88,0.8,0.5576000000000001,0.28
136,103.28,85.19399999999997,67.0,0.76,0.5480000000000002,0.32
137,99.44,85.376,71.76,0.84,0.5684000000000003,0.32
138,104.48,86.43359999999997,73.16,0.88,0.5736000000000001,0.36
139,97.96,85.3452,73.32,0.76,0.56,0.32
140,101.84,86.7352,72.56,0.8,0.5684000000000001,0.36
141,99.52,86.20000000000006,69.52,0.8,0.5548000000000001,0.36
142,100.36,86.654,73.2,0.76,0.5744000000000004,0.36
143,103.56,86.0872,73.48,0.8,0.5540000000000002,0.28
144,100.24,86.78359999999999,78.08,0.76,0.5600000000000002,0.24
145,98.36,86.2556,73.92,0.76,0.5744000000000004,0.36
146,100.68,85.86999999999995,75.16,0.8,0.5664000000000002,0.32
147,105.68,85.82600000000002,73.64,0.84,0.5588,0.36
148,100.16,85.26599999999999,67.28,0.84,0.5540000000000003,0.36
149,101.68,86.0848,78.12,0.8,0.5708000000000003,0.36
150,100.08,86.39960000000002,73.32,0.88,0.5784,0.4
151,103.12,86.04320000000001,73.4,0.76,0.5708000000000002,0.28
152,100.4,87.14120000000003,70.64,0.8,0.5632,0.32
153,99.84,86.27520000000003,65.36,0.84,0.5720000000000004,0.28
154,96.72,86.52439999999996,72.28,0.96,0.5856000000000002,0.32
155,99.36,85.95480000000003,68.96,0.76,0.5668000000000002,0.32
156,95.24,86.25999999999998,75.28,0.88,0.5788000000000004,0.32
157,95.96,85.87679999999999,72.52,0.88,0.5916000000000003,0.36
158,95.72,86.00200000000002,75.44,0.88,0.5651999999999999,0.28
159,99.76,85.67759999999998,72.28,0.92,0.5864000000000001,0.32
160,97.72,85.57080000000002,68.32,0.84,0.578,0.36
161,97.72,85.082,72.56,0.8,0.5768000000000002,0.2
162,101.96,85.21880000000003,69.24,0.76,0.5592000000000001,0.32
163,96.4,85.43239999999997,72.28,0.84,0.5728000000000003,0.28
164,100.4,86.02599999999998,69.16,0.8,0.5676000000000002,0.32
165,106.08,86.15919999999998,74.2,0.8,0.5804000000000001,0.36
166,101.8,86.27240000000003,71.2,0.8,0.5584000000000003,0.24
167,102.24,86.09640000000002,70.44,0.8,0.5868000000000005,0.32
168,102.2,85.97559999999997,74.16,0.8,0.5860000000000002,0.36
169,104.36,86.37720000000002,72.84,0.76,0.5712000000000006,0.32
170,99.2,86.2044,69.36,0.84,0.5812000000000004,0.36
171,98.0,86.37479999999998,66.44,0.76,0.5740000000000003,0.28
172,96.6,86.35760000000002,72.36,0.8,0.5688000000000002,0.32
173,99.96,86.26040000000003,73.8,0.76,0.5564000000000004,0.36
174,101.84,86.7576,71.68,0.8,0.5720000000000001,0.24
175,101.04,87.34239999999996,75.2,0.8,0.5832000000000002,0.28
176,100.28,87.96120000000002,70.84,0.8,0.5932000000000001,0.28
