0,0.86,0.5153333333333333,0.1
1,0.86,0.7706666666666669,0.44
2,0.9,0.8106666666666665,0.68
3,0.88,0.8113333333333335,0.66
4,0.9,0.8019999999999998,0.72
5,0.86,0.8033333333333336,0.64
6,0.92,0.7966666666666667,0.64
7,0.94,0.822,0.66
8,0.9,0.8160000000000001,0.68
9,0.92,0.8053333333333336,0.6
10,0.9,0.7999999999999997,0.44
11,0.94,0.8039999999999999,0.4
12,0.9,0.8226666666666665,0.58
13,0.94,0.8186666666666668,0.68
14,0.9,0.8186666666666667,0.72
15,0.92,0.8053333333333336,0.66
16,0.9,0.8146666666666669,0.7
17,0.9,0.8033333333333331,0.62
18,0.9,0.8353333333333332,0.74
19,0.88,0.8046666666666664,0.7
20,0.94,0.8033333333333335,0.5
21,0.92,0.8033333333333333,0.62
22,0.92,0.7926666666666669,0.36
23,0.94,0.8106666666666668,0.72
24,0.92,0.7973333333333337,0.6
25,0.96,0.8066666666666665,0.7
26,0.94,0.8260000000000001,0.74
27,0.96,0.8213333333333336,0.66
28,0.9,0.7953333333333336,0.66
29,0.96,0.8073333333333335,0.68
30,0.92,0.8173333333333335,0.72
31,0.92,0.8213333333333332,0.68
32,0.9,0.8000000000000002,0.66
33,0.9,0.8166666666666668,0.7
34,0.92,0.8280000000000001,0.72
35,0.88,0.8033333333333332,0.66
36,0.94,0.8006666666666667,0.58
37,0.92,0.8173333333333334,0.68
38,0.9,0.7906666666666667,0.68
39,0.92,0.8139999999999998,0.7
40,0.9,0.8040000000000002,0.56
41,0.88,0.7900000000000003,0.44
42,0.88,0.7866666666666666,0.48
43,0.94,0.8133333333333334,0.7
44,0.92,0.7840000000000001,0.14
45,0.9,0.8086666666666666,0.7
46,0.9,0.8119999999999998,0.68
47,0.92,0.8140000000000001,0.7
48,0.9,0.8079999999999999,0.54
49,0.9,0.7993333333333335,0.64
50,0.9,0.8106666666666668,0.66
51,0.9,0.8133333333333334,0.68
52,0.88,0.8059999999999999,0.7
53,0.88,0.8119999999999999,0.72
54,0.94,0.8133333333333336,0.66
